phase_id,track_id,artifact_group,artifact_type,relative_path,exists,source_manifest,notes
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_diagnostics.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_diagnostics.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_fss_by_window.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_fss_by_window.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_model_ranking.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_model_ranking.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_pairing_manifest.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_pairing_manifest.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_run_manifest.json,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_run_manifest.json,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_summary.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_summary.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,march13_14_reinit_crossmodel_tracks_registry.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/march13_14_reinit_crossmodel_tracks_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,qa_march14_crossmodel_R0_reinit_p50_overlay.png,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/qa/qa_march14_crossmodel_R0_reinit_p50_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,qa_march14_crossmodel_R1_previous_reinit_p50_overlay.png,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/qa/qa_march14_crossmodel_R1_previous_reinit_p50_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,A,scientific_input_reuse,qa_march14_crossmodel_pygnome_reinit_deterministic_overlay.png,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/qa/qa_march14_crossmodel_pygnome_reinit_deterministic_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,board_layout_audit.csv,output/prototype_2016_pygnome_similarity/board_layout_audit.csv,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__24h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__24h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__24h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__24h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__48h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__48h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__48h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__48h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__72h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__72h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__72h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__72h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__72h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__72h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_01__prototype_2016__72h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__72h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__24h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__24h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__24h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__24h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__48h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__48h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__48h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__48h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__48h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__48h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__48h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__48h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__72h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__72h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__72h__opendrift_p90__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p90__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_06__prototype_2016__72h__pygnome__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__pygnome__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_17__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_17__prototype_2016__24h__opendrift__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
phase3a,prototype_legacy_phase3a,prototype_2016_pygnome_similarity,case_2016_09_17__prototype_2016__24h__opendrift_p50__single.png,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift_p50__single.png,True,,"Legacy debug support only; visible support flow is Phase 1/2/3A/4/5, with Phase 3A comparator-only, a budget-only Phase 4 PyGNOME pilot when packaged, and a dedicated curated final package under output/2016 Legacy Runs FINAL Figures. Historical-origin note: the very first prototype code used the shared first-code search box [108.6465, 121.3655, 6.1865, 20.3515], surfaced the first three 2016 drifter cases, and the stored per-case local prototype extents remain the operative scientific/display extents. Not final Phase 1 evidence."
